record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
1364,10,8,1978,14,DS,F,50,121
1736,4,28,1979,22,DS,M,50,76
28719,10,24,1998,22,DM,F,36,48
18080,12,15,1990,24,RM,F,17,14
34899,10,6,2002,6,PB,M,26,31
13650,11,21,1987,6,DO,M,35,51
4908,10,24,1981,10,NA,NA,NA,NA
26726,7,30,1997,8,DM,M,36,44
25205,3,15,1997,1,DO,M,35,54
29192,2,20,1999,19,PB,F,25,31
20845,5,22,1993,12,OT,F,17,17
22347,6,8,1995,11,DM,F,36,45
19938,4,5,1992,9,DM,F,37,49
2272,1,15,1980,11,PF,F,16,10
2531,2,25,1980,2,OL,F,23,41
26083,6,10,1997,9,DM,M,36,49
4275,4,6,1981,13,DM,F,NA,34
11679,7,3,1986,19,PM,M,19,12
10775,9,21,1985,17,NL,F,33,168
26490,7,9,1997,19,PB,M,27,30
29926,10,10,1999,13,PB,M,26,48
31841,3,4,2001,8,PP,F,22,NA
26736,7,30,1997,4,DM,M,36,43
32613,9,22,2001,12,DO,M,36,58
34723,9,10,2002,9,PP,F,22,18
17821,9,22,1990,6,OL,M,NA,30
28260,7,19,1998,9,DO,F,33,40
13641,10,25,1987,3,RM,M,18,10
10979,11,16,1985,21,SS,NA,NA,NA
29818,6,13,1999,16,PP,M,21,16
29914,10,10,1999,11,DM,M,33,57
1564,1,28,1979,9,DM,F,36,43
16485,9,4,1989,8,DM,M,37,44
13691,11,21,1987,20,NL,F,33,135
7321,2,26,1983,12,DO,M,35,48
22254,4,29,1995,19,NA,NA,NA,NA
6605,9,19,1982,17,OT,F,19,25
12527,4,4,1987,22,DS,M,51,124
18862,7,13,1991,6,PP,F,20,19
20826,4,24,1993,8,DM,F,38,51
7943,6,17,1983,24,DO,F,35,42
15492,2,4,1989,20,RF,F,18,16
18157,12,16,1990,16,RM,F,17,12
2428,2,24,1980,8,DO,F,33,47
19807,3,7,1992,1,DO,M,37,53
9494,8,26,1984,5,OL,M,19,28
16008,5,9,1989,24,RM,M,19,12
34120,5,16,2002,9,PP,F,22,18
30134,12,6,1999,9,PP,M,21,13
26215,6,11,1997,15,PP,F,22,21
35541,12,31,2002,15,PB,F,24,31
4649,7,8,1981,15,NL,M,NA,158
12400,3,2,1987,9,DO,F,36,57
18587,4,20,1991,11,DO,F,NA,63
5144,12,31,1981,8,DS,M,53,140
18614,4,21,1991,8,DM,M,36,36
31681,12,23,2000,6,OT,M,20,21
31855,3,24,2001,1,DM,F,35,47
27028,10,25,1997,12,DM,M,34,43
8331,9,10,1983,20,DS,M,51,146
17547,5,24,1990,17,NL,M,32,104
12344,3,1,1987,12,OL,F,22,25
22191,4,1,1995,22,NA,NA,NA,NA
19126,10,10,1991,1,PP,F,20,14
5266,1,24,1982,18,NL,F,32,195
10596,7,24,1985,1,DS,F,NA,NA
2829,4,17,1980,8,DS,M,NA,135
8618,11,12,1983,22,DM,M,37,43
28565,9,20,1998,3,PB,M,26,27
2139,10,25,1979,16,NA,NA,NA,NA
32261,7,22,2001,3,PB,M,26,33
28484,9,19,1998,12,PP,M,22,13
6571,9,18,1982,6,SS,NA,NA,NA
13659,11,21,1987,6,AB,NA,NA,NA
32795,9,23,2001,15,OT,F,20,NA
26256,7,9,1997,9,PP,F,20,21
15328,1,10,1989,12,OL,F,20,29
34996,11,9,2002,17,DM,M,33,47
9280,5,28,1984,5,DM,F,32,25
10933,10,13,1985,5,OL,F,20,26
1437,11,4,1978,10,NA,NA,NA,NA
18430,2,17,1991,3,OT,F,20,24
28172,7,18,1998,20,PP,F,22,18
6895,10,24,1982,9,DM,M,37,43
33808,4,16,2002,13,OT,F,21,22
32212,6,25,2001,21,PB,F,26,26
317,10,17,1977,17,DO,F,32,48
12107,12,14,1986,6,DO,M,36,NA
23444,2,25,1996,9,DM,M,38,50
31797,3,3,2001,19,PB,M,27,27
35053,11,9,2002,21,PB,F,25,25
19291,11,14,1991,3,RM,M,16,8
17979,11,10,1990,21,RM,M,16,8
26412,7,9,1997,18,PP,M,21,13
21156,10,15,1993,20,PF,F,17,9
13670,11,21,1987,24,DM,F,36,35
30162,1,8,2000,1,DM,M,36,50
8903,2,5,1984,2,DM,F,37,36
1085,7,8,1978,18,DM,M,36,24
3441,11,8,1980,13,DM,M,39,48
19891,4,4,1992,7,AB,NA,NA,NA
15314,1,10,1989,6,AB,NA,NA,NA
13150,7,26,1987,11,CB,NA,NA,NA
26846,9,27,1997,20,PM,M,20,26
35049,11,9,2002,21,PB,F,27,35
7481,3,14,1983,19,PM,M,21,26
27011,10,25,1997,18,SH,M,22,43
1087,7,8,1978,3,NL,M,34,190
18878,7,13,1991,13,PE,F,20,17
6189,7,25,1982,6,DS,F,NA,103
22121,3,4,1995,1,PF,M,16,7
10052,3,16,1985,16,DM,M,36,44
27882,5,28,1998,22,DM,M,37,42
23956,5,24,1996,15,PF,M,16,9
30059,12,5,1999,1,PB,M,26,29
16081,5,11,1989,15,RM,F,17,10
18088,12,15,1990,21,RM,M,18,12
18227,1,11,1991,21,AH,NA,NA,NA
14996,10,9,1988,11,DM,M,37,48
3288,9,7,1980,9,DS,F,48,110
10009,2,17,1985,11,OT,M,20,19
4905,10,24,1981,22,OT,M,19,24
13331,8,26,1987,13,SS,NA,NA,NA
4683,7,8,1981,9,DS,F,47,93
33189,11,18,2001,8,DO,F,36,42
10357,4,21,1985,2,DO,M,34,52
23044,12,2,1995,2,DM,M,37,43
12296,2,1,1987,5,DO,M,35,59
26243,7,9,1997,16,PB,M,27,32
33133,11,18,2001,4,DO,M,34,39
985,6,8,1978,19,NA,NA,NA,NA
8571,11,12,1983,14,DS,M,50,105
30019,11,7,1999,11,DM,M,34,27
15589,2,5,1989,3,NL,M,33,197
26634,7,29,1997,20,PF,M,15,8
12458,3,2,1987,2,NL,M,33,259
32664,9,22,2001,21,PB,F,26,30
27343,12,28,1997,2,OT,F,20,26
6390,8,15,1982,18,PM,M,20,18
26493,7,9,1997,21,PB,M,28,35
1481,12,2,1978,9,OL,F,21,29
18881,7,13,1991,15,PE,M,21,18
29695,5,16,1999,5,DM,M,38,57
2030,9,22,1979,20,DM,M,36,50
1308,10,6,1978,1,DS,F,49,NA
31059,7,2,2000,13,PB,F,25,29
18902,7,13,1991,4,OT,M,27,21
17342,3,30,1990,11,RM,M,18,10
7455,2,27,1983,23,RM,NA,NA,NA
11348,4,12,1986,12,DS,M,48,120
32537,8,26,2001,9,PP,F,23,15
17696,7,22,1990,4,DM,M,37,38
2085,10,24,1979,17,DM,M,38,46
9769,12,31,1984,4,DM,F,35,33
23986,5,24,1996,9,DM,M,37,41
7693,4,16,1983,19,RM,M,17,9
3095,6,23,1980,15,OT,M,NA,26
34341,6,16,2002,9,DM,F,36,48
17586,6,21,1990,21,SF,F,24,53
12161,12,15,1986,2,OL,M,19,29
812,4,9,1978,23,NA,NA,NA,NA
25082,2,9,1997,5,DM,F,36,42
28581,9,20,1998,5,PM,M,22,22
9478,8,25,1984,24,DM,M,37,39
23084,12,3,1995,11,DM,F,37,34
30315,2,5,2000,12,PB,M,26,33
5393,2,23,1982,4,DM,F,36,41
31989,4,21,2001,13,NA,NA,NA,NA
33463,2,9,2002,19,PB,F,26,27
11389,4,13,1986,15,AH,NA,NA,NA
22193,4,1,1995,24,NA,NA,NA,NA
6860,10,24,1982,22,DS,F,50,117
14682,7,14,1988,1,DM,M,37,42
32326,7,22,2001,13,PB,F,26,27
31279,8,26,2000,3,PB,M,28,31
15037,11,5,1988,24,NL,M,33,182
31783,1,22,2001,14,DM,F,36,42
24034,6,13,1996,12,PP,M,22,19
24210,7,20,1996,1,PP,M,23,19
23281,1,28,1996,4,DM,M,37,55
4698,7,30,1981,9,DS,M,51,73
8739,12,8,1983,21,NL,F,32,144
28386,8,22,1998,21,PP,M,21,16
1867,7,3,1979,9,DS,M,46,NA
32568,8,26,2001,14,DM,F,37,51
21433,3,11,1994,12,DM,F,36,41
23946,5,23,1996,18,PP,M,23,20
14299,3,21,1988,10,RM,M,17,10
28330,8,22,1998,2,PB,F,26,33
23775,4,15,1996,14,DM,M,37,50
29965,11,6,1999,18,PB,F,27,34
207,9,12,1977,16,DS,F,53,NA
10328,4,21,1985,5,DO,F,37,73
34045,5,15,2002,7,PP,F,22,16
11063,11,17,1985,2,DM,F,37,46
5090,12,30,1981,15,PE,F,23,18
9602,9,30,1984,5,AB,NA,NA,NA
25436,4,12,1997,21,PP,F,22,20
22837,10,28,1995,18,PF,M,16,10
24848,12,18,1996,19,PB,F,26,28
24428,9,21,1996,12,DM,M,36,50
28035,6,27,1998,12,OT,M,21,28
20493,10,19,1992,16,RM,F,15,11
2444,2,24,1980,9,DM,M,37,NA
5824,4,29,1982,5,DM,F,34,35
30430,3,4,2000,1,PB,F,26,31
7462,3,14,1983,24,PF,F,15,6
19002,8,8,1991,5,OT,F,20,45
15462,1,11,1989,7,PE,F,20,21
20293,8,30,1992,14,DS,M,50,125
19180,10,11,1991,11,DM,F,37,43
18334,2,16,1991,19,RM,M,16,9
20219,7,31,1992,6,PF,F,15,8
8590,11,12,1983,13,OL,F,21,31
2907,4,18,1980,14,DM,M,NA,45
9902,1,20,1985,5,DM,M,36,41
34345,6,16,2002,9,PP,M,21,10
28289,7,19,1998,9,DM,M,35,48
11982,11,15,1986,20,DM,F,33,35
30189,1,8,2000,18,AH,NA,NA,NA
19626,1,9,1992,5,OT,M,19,26
26489,7,9,1997,6,PP,M,21,14
4104,4,5,1981,9,DO,M,NA,49
7140,1,12,1983,24,AB,NA,NA,NA
2229,11,18,1979,18,DM,F,34,40
8385,9,11,1983,6,DS,M,54,144
15919,4,2,1989,7,PE,M,20,23
14788,8,9,1988,6,PP,F,20,11
17295,3,29,1990,7,PE,M,22,26
30050,11,7,1999,14,PP,M,21,13
6344,8,15,1982,11,PP,F,21,19
25365,3,16,1997,16,DM,M,35,50
18160,12,16,1990,14,DM,M,36,44
22912,10,28,1995,21,PF,F,15,9
17480,4,26,1990,3,RM,M,18,10
15488,2,4,1989,20,AB,NA,NA,NA
29899,10,9,1999,23,NA,NA,NA,NA
21058,8,19,1993,20,NA,NA,NA,NA
24184,7,20,1996,7,PP,F,24,22
7366,2,26,1983,12,DM,M,35,42
19392,12,7,1991,17,DM,M,37,50
22111,3,4,1995,7,AB,NA,NA,NA
25592,4,13,1997,11,OT,F,21,34
16779,12,4,1989,19,RM,M,18,12
33195,11,18,2001,13,PB,M,27,31
19739,2,8,1992,13,PE,M,21,24
27273,11,22,1997,7,PM,M,20,17
24432,9,21,1996,21,OT,M,22,15
13478,9,27,1987,4,DM,M,37,42
20235,7,31,1992,3,PP,M,21,12
4856,10,1,1981,8,PE,M,22,20
15545,2,4,1989,17,PE,M,21,18
8772,12,9,1983,6,DM,F,37,46
29115,1,17,1999,11,DO,F,36,53
5338,2,22,1982,12,NL,F,32,226
33046,11,17,2001,12,PE,M,20,22
18877,7,13,1991,8,DM,M,36,41
5780,4,29,1982,7,PM,NA,19,17
19066,9,10,1991,9,DM,M,38,51
15006,10,9,1988,5,OT,F,21,24
10402,5,23,1985,18,NL,M,31,136
26848,9,27,1997,17,NL,M,32,162
5775,4,29,1982,2,DS,M,49,74
19981,5,3,1992,4,DM,M,37,52
10014,2,17,1985,4,OL,F,20,36
14207,3,20,1988,21,SH,F,27,60
35404,12,29,2002,2,NL,F,30,NA
28052,6,27,1998,17,PP,M,21,18
29938,10,10,1999,16,PP,F,21,21
3631,12,16,1980,20,DM,F,35,44
16225,7,3,1989,18,PM,F,NA,15
5071,11,23,1981,2,PE,M,19,19
1552,1,28,1979,22,DM,F,37,37
33905,4,17,2002,15,PP,M,23,18
344,10,18,1977,3,NL,NA,NA,NA
29575,5,15,1999,2,PB,F,26,24
13475,9,27,1987,2,PP,F,23,18
25478,4,12,1997,12,DM,F,36,51
19268,11,14,1991,11,OT,M,20,24
27954,5,29,1998,4,DM,M,35,29
32497,8,26,2001,4,PF,F,16,8
1680,3,31,1979,14,DS,F,47,71
15757,3,13,1989,17,RM,F,17,11
18916,8,7,1991,20,PP,NA,NA,NA
18462,3,13,1991,18,AH,NA,NA,NA
2637,3,9,1980,12,OL,F,NA,38
13556,10,24,1987,22,DO,M,37,53
20827,4,24,1993,14,DM,M,38,36
33143,11,18,2001,4,PB,NA,28,47
17202,2,25,1990,11,DM,M,37,47
32749,9,23,2001,9,DM,M,35,42
18638,4,21,1991,7,RM,M,16,12
10292,4,21,1985,1,DM,M,33,29
11422,4,13,1986,1,DM,M,38,52
21386,2,20,1994,17,DM,M,39,42
16293,7,4,1989,16,PE,M,NA,21
19695,2,7,1992,3,PP,M,22,17
31374,9,30,2000,1,DM,M,35,42
19040,9,9,1991,2,OT,F,20,18
13132,7,26,1987,9,DS,F,NA,151
33823,4,16,2002,22,PB,F,28,31
34511,7,13,2002,22,PB,M,27,31
12824,5,28,1987,20,AH,NA,NA,NA
10895,10,13,1985,3,DM,F,36,47
29545,4,18,1999,8,DM,F,36,39
28166,7,18,1998,2,DS,F,51,113
21163,10,15,1993,7,AH,NA,NA,NA
18184,12,16,1990,11,DM,M,36,45
13401,9,26,1987,24,AH,NA,NA,NA
17708,7,22,1990,4,DM,F,32,19
25665,4,13,1997,4,PF,F,15,9
25653,4,13,1997,15,PP,F,22,24
31734,1,21,2001,17,DM,F,37,41
13885,1,23,1988,22,DS,F,51,144
9888,1,20,1985,9,DO,F,36,55
10168,4,20,1985,22,DO,M,34,45
32848,10,13,2001,18,PP,M,23,17
29020,12,23,1998,5,DM,F,36,45
34625,7,14,2002,13,OT,F,21,21
6955,11,21,1982,14,OL,M,NA,34
24281,8,14,1996,19,PB,F,23,23
20526,12,21,1992,24,RM,F,16,10
3593,12,15,1980,4,DM,M,35,48
32977,10,14,2001,8,PB,F,27,31
2840,4,17,1980,9,DS,F,NA,114
30332,2,5,2000,17,PB,M,26,38
30468,3,4,2000,18,PB,F,26,30
20463,10,18,1992,12,DM,F,35,44
32712,9,23,2001,4,PB,M,28,43
13933,1,24,1988,8,DO,M,37,53
20218,7,31,1992,8,DM,M,34,48
10575,7,23,1985,7,NA,NA,NA,NA
8147,7,17,1983,4,DM,F,35,53
7708,4,16,1983,22,DM,F,37,45
19407,12,7,1991,17,DO,F,36,51
17399,4,24,1990,22,PH,F,27,34
23134,12,21,1995,22,DM,M,38,57
11343,4,12,1986,14,DM,M,NA,52
21614,6,14,1994,17,DM,F,36,24
13160,7,26,1987,9,DM,M,NA,46
12695,4,26,1987,4,DM,M,37,50
12633,4,25,1987,12,OL,F,21,27
31242,8,25,2000,22,PB,F,27,43
22178,4,1,1995,17,DM,F,16,10
18591,4,20,1991,16,RM,F,NA,13
26824,9,27,1997,17,OT,F,21,29
33017,10,14,2001,16,OT,F,21,24
9211,5,27,1984,19,SA,NA,NA,NA
3463,11,9,1980,4,DM,F,35,39
3676,12,16,1980,8,PF,F,15,7
11970,11,15,1986,20,DO,F,35,46
2887,4,18,1980,16,OT,F,NA,22
27755,5,2,1998,24,PE,F,19,24
31045,7,2,2000,8,PP,F,20,14
20119,7,4,1992,5,PP,M,22,14
30555,3,5,2000,13,OT,M,20,25
5291,1,25,1982,13,PF,M,15,8
4203,4,6,1981,2,DS,M,NA,147
28580,9,20,1998,4,PP,F,22,17
15224,12,14,1988,13,RM,M,16,9
22036,1,13,1995,9,DM,F,37,37
5472,2,24,1982,2,DS,F,52,160
27107,10,26,1997,15,PM,F,20,14
23965,5,24,1996,15,DM,M,36,42
24254,7,21,1996,9,OT,M,20,32
13305,8,26,1987,1,DM,F,37,54
25495,4,12,1997,21,PF,M,15,9
3278,9,7,1980,8,DS,M,54,134
14145,2,22,1988,8,DM,M,37,55
32678,9,22,2001,22,PB,M,28,40
11216,12,8,1985,3,RM,M,17,9
25397,3,16,1997,14,DM,M,36,36
28593,9,20,1998,8,PP,M,20,13
7437,2,27,1983,21,SS,NA,NA,NA
10429,5,24,1985,8,DO,F,36,44
16429,9,3,1989,17,DO,F,35,23
22758,9,24,1995,4,PP,F,21,15
8786,12,9,1983,1,DM,M,35,40
18038,11,11,1990,8,DM,M,37,46
6870,10,24,1982,4,DM,F,37,38
23796,4,15,1996,13,PM,F,21,13
19022,9,9,1991,12,DM,M,34,42
19833,3,8,1992,8,DO,F,35,49
24699,11,16,1996,12,DM,F,33,35
5585,3,29,1982,2,DO,F,35,63
9937,2,16,1985,21,RM,M,16,4
20979,7,14,1993,20,PF,F,16,9
31604,11,26,2000,14,DM,M,34,35
25515,4,12,1997,2,PM,F,22,24
20197,7,30,1992,21,PP,M,21,23
13230,8,25,1987,21,PM,M,20,22
4345,4,6,1981,13,DS,M,NA,137
9689,10,21,1984,9,DM,M,36,40
971,6,8,1978,17,NL,F,32,135
7666,4,16,1983,17,DS,M,50,130
35500,12,31,2002,4,PB,F,25,28
4036,4,5,1981,22,DM,M,NA,38
31112,7,22,2000,12,DO,M,36,58
21854,10,13,1994,4,DM,F,37,42
5173,1,1,1982,2,DS,M,50,83
14876,9,11,1988,22,DM,M,37,47
5080,12,30,1981,15,PE,F,23,23
28639,9,21,1998,17,OT,M,20,22
9664,10,21,1984,5,OL,M,21,29
28026,6,27,1998,1,DM,M,34,21
28991,12,23,1998,11,DM,M,36,43
25771,5,10,1997,18,PM,F,20,28
3661,12,16,1980,19,PF,M,15,8
21875,11,1,1994,21,PF,F,16,7
2628,3,9,1980,4,DS,M,NA,124
31352,8,26,2000,14,DM,M,26,45
6264,7,26,1982,18,NL,M,NA,181
18010,11,10,1990,17,NL,F,33,180
18742,6,13,1991,1,DO,M,NA,NA
24951,2,8,1997,12,DM,M,37,40
27929,5,28,1998,17,DM,F,36,44
31004,7,2,2000,4,PB,F,24,31
5289,1,25,1982,4,DM,M,37,41
17663,7,21,1990,1,DO,F,36,58
34821,10,5,2002,12,PB,F,27,26
960,6,8,1978,12,DM,M,NA,19
30135,12,6,1999,9,DM,M,35,50
10542,7,23,1985,20,DM,F,34,40
33222,12,15,2001,1,DO,M,34,46
7549,3,15,1983,3,PF,M,16,6
24180,7,20,1996,21,PP,F,23,16
16197,6,4,1989,15,RM,M,17,12
4708,7,30,1981,4,DS,M,54,100
18720,5,14,1991,10,RM,M,16,13
26335,7,9,1997,24,PE,M,20,17
2103,10,24,1979,19,OL,M,21,27
33398,2,9,2002,1,DO,F,35,35
25542,4,12,1997,12,DM,F,35,42
5687,4,28,1982,19,AB,NA,NA,NA
30931,7,1,2000,12,DO,M,36,56
32301,7,22,2001,9,PP,F,22,11
6408,8,15,1982,22,DS,F,51,139
1241,9,3,1978,12,DM,M,34,37
1178,8,5,1978,16,DM,M,38,49
21151,9,17,1993,5,NA,NA,NA,NA
28883,11,22,1998,5,PE,F,19,27
13843,1,23,1988,12,DO,M,37,57
29293,2,21,1999,5,DM,M,37,47
5936,5,22,1982,9,DS,F,48,67
19478,12,8,1991,8,DM,M,35,42
27093,10,26,1997,9,DM,M,36,49
34376,6,16,2002,13,PB,F,26,37
4586,6,5,1981,20,DS,M,53,136
17300,3,30,1990,3,SH,M,30,82
28971,12,22,1998,24,PM,M,22,29
29286,2,21,1999,13,DM,F,37,44
23219,1,27,1996,24,PL,F,20,21
21214,11,13,1993,1,DM,M,35,38
15971,5,9,1989,20,RM,M,17,10
11682,7,3,1986,22,DM,F,36,48
28140,6,28,1998,16,PP,M,23,12
11685,7,4,1986,10,RM,M,16,12
17719,7,22,1990,11,DM,M,37,NA
20157,7,4,1992,8,DM,M,37,48
1106,7,8,1978,4,DS,M,51,91
22235,4,29,1995,2,DO,M,36,55
24004,5,24,1996,16,DM,F,41,NA
23075,12,3,1995,3,RM,M,17,10
30482,3,4,2000,22,PB,M,26,37
32039,5,26,2001,1,PB,M,27,31
23529,3,23,1996,22,PF,M,17,11
1193,8,5,1978,7,NA,NA,NA,NA
7413,2,27,1983,23,PM,M,19,18
35003,11,9,2002,17,PB,F,NA,NA
13075,7,25,1987,18,DM,F,NA,42
29620,5,15,1999,22,PB,M,26,30
34991,11,9,2002,2,NL,M,33,238
6452,8,16,1982,8,PE,F,19,21
30096,12,5,1999,21,PB,M,24,28
18566,4,19,1991,12,PP,F,22,19
33170,11,18,2001,11,DM,M,37,43
8425,10,15,1983,17,PF,M,16,7
2036,9,22,1979,21,PE,F,19,24
16600,11,4,1989,6,PE,F,21,25
18256,1,12,1991,13,PE,M,20,17
5401,2,23,1982,11,NL,M,34,198
31359,8,26,2000,15,PP,M,21,18
4952,10,26,1981,2,DM,F,37,38
21388,2,20,1994,17,DM,M,38,49
24499,9,22,1996,11,DM,F,35,33
12741,5,28,1987,16,PM,F,20,18
30465,3,4,2000,18,PB,M,26,41
28011,5,29,1998,11,AH,NA,NA,NA
25392,3,16,1997,16,RM,M,16,11
20547,12,21,1992,2,NA,NA,NA,NA
26811,9,27,1997,17,AH,NA,NA,NA
4032,4,5,1981,12,DO,M,NA,54
31142,7,22,2000,22,PB,F,27,25
21991,12,5,1994,7,NA,NA,NA,NA
30937,7,1,2000,19,PB,M,26,32
32380,8,25,2001,2,DM,F,36,49
21937,12,4,1994,12,DO,M,38,47
24547,10,12,1996,12,PP,M,22,16
28722,10,24,1998,22,PB,F,26,28
23831,4,15,1996,15,PF,M,15,12
3192,8,13,1980,19,PF,M,15,8
22860,10,28,1995,18,PF,M,16,10
13543,10,24,1987,22,OL,M,22,29
21831,10,12,1994,19,PF,M,16,9
3902,2,1,1981,2,DO,F,37,49
3223,8,14,1980,4,DS,M,49,137
13428,9,27,1987,16,PE,M,21,20
6853,10,24,1982,18,DM,M,34,40
23203,12,22,1995,9,DM,F,35,34
2317,1,15,1980,18,DO,F,36,51
16947,1,7,1990,14,DM,M,37,50
1959,7,26,1979,4,DM,F,34,23
7778,4,17,1983,7,RM,M,17,11
14596,6,12,1988,3,PE,F,21,25
30225,1,10,2000,3,PP,M,22,17
8791,12,9,1983,11,DM,F,37,31
24936,2,8,1997,21,RM,F,17,9
33557,2,10,2002,5,RM,F,17,9
23152,12,21,1995,22,DM,M,37,61
8583,11,12,1983,14,OT,M,20,28
8516,10,16,1983,6,NL,F,32,158
11282,3,8,1986,22,DS,M,51,12
31689,12,23,2000,9,AH,NA,NA,NA
24590,10,12,1996,1,DO,F,37,38
19419,12,7,1991,24,RM,M,16,12
22317,6,7,1995,18,NA,NA,NA,NA
4615,7,7,1981,24,DM,F,36,44
29217,2,20,1999,21,DM,M,34,45
35108,11,10,2002,3,PB,F,26,33
15084,11,5,1988,1,OL,F,21,30
29265,2,21,1999,9,DO,F,38,54
2009,8,23,1979,1,DS,M,50,144
16299,7,4,1989,3,SS,NA,NA,NA
22152,3,5,1995,11,DM,M,38,47
29009,12,23,1998,13,DM,F,36,39
3649,12,16,1980,13,NL,F,31,120
32014,4,22,2001,9,DM,F,37,53
30395,2,6,2000,8,PB,M,27,33
10585,7,24,1985,4,DS,M,49,119
16268,7,3,1989,19,PE,M,NA,21
15647,2,5,1989,9,DM,M,37,49
30631,4,30,2000,21,PB,M,26,21
19187,10,11,1991,9,PE,M,20,20
31399,9,30,2000,19,PB,M,26,35
33091,11,17,2001,21,PB,F,26,33
25778,5,10,1997,24,PE,M,22,26
32733,9,23,2001,11,DM,F,35,52
26343,7,9,1997,19,PM,M,21,17
22527,7,21,1995,4,PF,F,16,12
9791,1,19,1985,17,OT,F,20,16
5471,2,24,1982,2,DS,M,51,102
4359,5,3,1981,12,DM,M,35,60
34036,5,15,2002,22,PB,M,26,17
15078,11,5,1988,6,PE,F,19,20
10817,9,22,1985,4,DM,M,36,52
10843,10,12,1985,12,DM,M,38,46
11331,3,9,1986,10,RM,M,17,10
9012,4,9,1984,22,DS,F,50,115
5178,1,1,1982,2,PE,F,20,25
1188,8,5,1978,1,DS,M,51,70
24712,11,16,1996,18,RM,F,18,12
495,12,11,1977,17,NL,NA,NA,NA
10774,9,21,1985,23,RM,M,16,11
7849,5,14,1983,20,NL,F,31,151
33260,12,15,2001,18,PB,M,26,32
11647,7,3,1986,17,DM,F,35,36
1040,7,7,1978,12,DS,M,53,95
11049,11,17,1985,5,OL,F,21,30
22942,10,29,1995,13,PP,M,22,16
31145,7,22,2000,22,PB,F,25,33
11860,9,7,1986,3,OL,F,20,26
13568,10,25,1987,13,NL,F,32,190
29711,6,12,1999,12,PB,F,26,32
6664,10,23,1982,5,NL,F,32,205
22709,9,23,1995,17,DM,F,35,28
12506,4,4,1987,14,NL,F,34,210
7536,3,14,1983,13,DS,M,50,128
26683,7,30,1997,13,PB,M,25,29
10326,4,21,1985,11,DM,M,35,43
26481,7,9,1997,15,PP,F,22,22
9513,8,26,1984,13,DM,M,34,45
31673,12,23,2000,4,DM,M,35,54
22668,9,23,1995,24,RM,M,16,13
29006,12,23,1998,13,DM,M,37,49
